stopid,stopname,stopsite,latitude,longitude,syscode,system,muni
104913,Old Vernon at Teather (NB),NB_Old Vernon_FS_Teather,49.961447,-119.36875,KEL,Kelowna Regional Transit System,Central Okanagan
104914,Crawford 1240 block (NB),NB_1240_block_Crawford,49.820415,-119.466778,KEL,Kelowna Regional Transit System,Kelowna
104916,Innovation at Airport Way (NB),NB_Innovation_NS_Airport Way,49.951658,-119.38951,KEL,Kelowna Regional Transit System,Kelowna
140044,Ellis at Doyle (NB),NB_Ellis_NS_Doyle,49.890383,-119.493404,KEL,Kelowna Regional Transit System,Kelowna
140057,1300 blcok Ellis (SB),SB_1300_block_Ellis,49.889823,-119.49363,KEL,Kelowna Regional Transit System,Kelowna
140096,Lake Hill at Oceola (NB),NB_Lake Hill_FS_Oceola,50.061049,-119.418137,KEL,Kelowna Regional Transit System,Lake Country
140233,Ellis at Clement (NB),NB_Ellis_FS_Clement,49.894046,-119.49336,KEL,Kelowna Regional Transit System,Kelowna
140243,Lakeshore at Richter (NB),NB_Lakeshore_NS_Richter,49.85489,-119.489873,KEL,Kelowna Regional Transit System,Kelowna
140219,Old Okanagan at Shamrock (NB),NB_Old Okanagan_FS_Shamrock,49.849713,-119.600261,KEL,Kelowna Regional Transit System,Tsinstikeptum  9
140220,Old Okanagan at Shamrock (SB),SB_Old Okanagan_NS_Shamrock,49.850027,-119.600603,KEL,Kelowna Regional Transit System,Tsinstikeptum  9
140238,Innovation at Quail Ridge (SB),SB_Innovation Dr_FS_Quail Ridge,49.951732,-119.38994,KEL,Kelowna Regional Transit System,Kelowna
140221,Beach at 4th St (SB),SB_Beach_NS_4th St,49.774775,-119.735206,KEL,Kelowna Regional Transit System,Peachland
140222,Beach at 4th St (NB),NB_Beach_FS_4th St,49.774681,-119.734981,KEL,Kelowna Regional Transit System,Peachland
