stopid,stopname,stopsite,latitude,longitude,syscode,system,muni
102853,Queensway Exchange Bay B,Queensway_Exchange_Bay_B,49.887464,-119.495886,KEL,Kelowna Regional Transit System,Kelowna
102854,Queensway Exchange Bay J,Queensway_Exchange_Bay_J,49.887357,-119.494738,KEL,Kelowna Regional Transit System,Kelowna
102855,Queensway Exchange Bay I,Queensway_Exchange_Bay_I,49.887368,-119.494485,KEL,Kelowna Regional Transit System,Kelowna
102856,Queensway Exchange Bay H,Queensway_Exchange_Bay_H,49.887365,-119.494192,KEL,Kelowna Regional Transit System,Kelowna
102857,Queensway Exchange Bay G,Queensway_Exchange_Bay_G,49.887363,-119.493929,KEL,Kelowna Regional Transit System,Kelowna
102858,Queensway Exchange Bay F,Queensway_Exchange_Bay_F,49.887254,-119.494045,KEL,Kelowna Regional Transit System,Kelowna
102859,Queensway Exchange Bay E,Queensway_Exchange_Bay_E,49.887257,-119.494324,KEL,Kelowna Regional Transit System,Kelowna
102860,Queensway Exchange Bay D,Queensway_Exchange_Bay_D,49.88726,-119.494602,KEL,Kelowna Regional Transit System,Kelowna
102861,Queensway Exchange Bay C,Queensway_Exchange_Bay_C,49.887264,-119.494825,KEL,Kelowna Regional Transit System,Kelowna
102862,Queensway Exchange Bay A,Queensway_Exchange_Bay_A,49.887462,-119.496218,KEL,Kelowna Regional Transit System,Kelowna
102863,Rutland at Sumac (NB),NB_Rutland_FS_Sumac,49.90388,-119.38671,KEL,Kelowna Regional Transit System,Kelowna
102865,Water at Doyle (NB),NB_Water_FS_Doyle,49.889233,-119.496511,KEL,Kelowna Regional Transit System,Kelowna
102866,Doyle at St Paul (EB),EB_Doyle_FS_St Paul,49.888909,-119.491494,KEL,Kelowna Regional Transit System,Kelowna
102867,Doyle at Bertram (WB),WB_Doyle_FS_Bertram,49.889073,-119.490581,KEL,Kelowna Regional Transit System,Kelowna
102868,Water at Leon (SB),SB_Water_NS_Leon,49.884795,-119.496735,KEL,Kelowna Regional Transit System,Kelowna
102869,Water at Harvey (NB),NB_Water_FS_Harvey,49.884199,-119.496348,KEL,Kelowna Regional Transit System,Kelowna
102870,Water at Cawston (NB),NB_Water_FS_Cawston,49.892092,-119.496518,KEL,Kelowna Regional Transit System,Kelowna
102874,Bernard at Bertram (WB),WB_Bernard_NS_Bertram,49.886381,-119.489869,KEL,Kelowna Regional Transit System,Kelowna
102875,Richter at Lawrence (SB),SB_Richter_NS_Lawrence,49.885636,-119.488659,KEL,Kelowna Regional Transit System,Kelowna
102877,Bernard at Richter (EB),EB_Bernard_FS_Richter,49.886248,-119.488177,KEL,Kelowna Regional Transit System,Kelowna
102728,Spall 1440 block (SB),SB_1440_block_Spall,49.887981,-119.454629,KEL,Kelowna Regional Transit System,Kelowna
102962,Burtch at Kelglen (WB),WB_Burtch_FS_Kelglen,49.883,-119.465106,KEL,Kelowna Regional Transit System,Kelowna
102963,Burtch at Kelglen (EB),EB_Burtch_NS_Kelglen,49.882841,-119.465042,KEL,Kelowna Regional Transit System,Kelowna
102964,Bernard at Noble (WB),WB_Bernard_FS_Noble,49.886353,-119.463665,KEL,Kelowna Regional Transit System,Kelowna
102965,Clifton at Lambert (SB),SB_Clifton_NS_Lambert,49.895898,-119.465915,KEL,Kelowna Regional Transit System,Kelowna
102966,Clifton at Lambert (NB),NB_Clifton_NS_Lambert,49.895442,-119.465642,KEL,Kelowna Regional Transit System,Kelowna
102968,Clifton at Lynwood (SB),SB_Clifton_FS_Lynwood,49.897265,-119.465929,KEL,Kelowna Regional Transit System,Kelowna
102969,Lawrence at Burtch (WB),WB_Lawrence_FS_Burtch,49.884564,-119.462915,KEL,Kelowna Regional Transit System,Kelowna
102970,Burtch at Dickson (SB),SB_Burtch_FS_Dickson,49.878439,-119.46592,KEL,Kelowna Regional Transit System,Kelowna
102971,Lawrence at Burtch (EB),EB_Lawrence_NS_Burtch,49.884388,-119.462891,KEL,Kelowna Regional Transit System,Kelowna
102972,Burtch at Dickson (NB),NB_Burtch_NS_Dickson,49.878199,-119.465669,KEL,Kelowna Regional Transit System,Kelowna
102973,Springfield at Burtch (WB),WB_Springfield_FS_Burtch,49.877036,-119.466345,KEL,Kelowna Regional Transit System,Kelowna
102974,Bernard at Burtch (EB),EB_Bernard_FS_Burtch,49.886521,-119.46171,KEL,Kelowna Regional Transit System,Kelowna
102975,Bernard at Cherry Cres W (SB),SB_Bernard_FS_Cherry Cres W,49.887003,-119.461213,KEL,Kelowna Regional Transit System,Kelowna
102976,Pandosy at Raymer (SB),SB_Pandosy_NS_Raymer,49.865713,-119.491378,KEL,Kelowna Regional Transit System,Kelowna
102977,High at Glengarry (EB),EB_High_NS_Glengarry,49.897692,-119.464104,KEL,Kelowna Regional Transit System,Kelowna
102978,Gordon at Cameron (SB),SB_Gordon_FS_Cameron,49.86987,-119.474791,KEL,Kelowna Regional Transit System,Kelowna
102979,Springfield at Burtch (EB),EB_Springfield_FS_Burtch,49.876726,-119.465007,KEL,Kelowna Regional Transit System,Kelowna
102982,Pandosy at Groves (SB),SB_Pandosy_FS_Groves,49.863396,-119.491387,KEL,Kelowna Regional Transit System,Kelowna
102984,Pandosy at Groves (NB),NB_Pandosy_FS_Groves,49.863954,-119.491055,KEL,Kelowna Regional Transit System,Kelowna
102985,Harvey at Kirschner (EB),EB_Harvey_NS_Kirschner,49.881781,-119.459103,KEL,Kelowna Regional Transit System,Kelowna
102986,Springfield at Dayton (WB),WB_Springfield_FS_Dayton,49.876856,-119.461731,KEL,Kelowna Regional Transit System,Kelowna
102987,High at Tronson (WB),WB_High_NS_Tronson,49.898487,-119.462265,KEL,Kelowna Regional Transit System,Kelowna
102988,High at Tronson (NB),NB_High_FS_Tronson,49.899143,-119.461287,KEL,Kelowna Regional Transit System,Kelowna
102989,Harvey at Kirschner (WB),WB_Harvey_FS_Kirschner,49.882054,-119.458067,KEL,Kelowna Regional Transit System,Kelowna
102990,Springfield at Dayton (EB),EB_Springfield_FS_Dayton,49.876722,-119.460622,KEL,Kelowna Regional Transit System,Kelowna
102991,Bernard at Dilworth (WB),WB_Bernard_NS_Dilworth,49.888402,-119.456209,KEL,Kelowna Regional Transit System,Kelowna
102993,Parkinson at Ufton (WB),WB_Parkinson_FS_Ufton,49.883206,-119.456353,KEL,Kelowna Regional Transit System,Kelowna
102994,Parkinson at Ufton (EB),EB_Parkinson_NS_Ufton,49.883049,-119.455918,KEL,Kelowna Regional Transit System,Kelowna
102995,Pandosy at Klo (NB),NB_Pandosy_FS_Klo,49.862286,-119.491115,KEL,Kelowna Regional Transit System,Kelowna
102996,Springfield at Kirschner (WB),WB_Springfield_FS_Kirschner,49.87688,-119.458766,KEL,Kelowna Regional Transit System,Kelowna
102997,KLO at Tutt (EB),EB_KLO_NS_Tutt,49.861885,-119.490847,KEL,Kelowna Regional Transit System,Kelowna
102998,Rutland at Klassen (NB),NB_Rutland_FS_Klassen,49.907213,-119.386693,KEL,Kelowna Regional Transit System,Kelowna
102999,Lakeshore at Cedar (SB),SB_Lakeshore_FS_Cedar,49.86167,-119.491383,KEL,Kelowna Regional Transit System,Kelowna
103000,Glenmore at Dilworth (SB),SB_Glenmore_FS_Dilworth,49.88976,-119.454603,KEL,Kelowna Regional Transit System,Kelowna
103002,Hwy 33 at Enterprise (SB),SB_Hwy 33_FS_Enterprise,49.890659,-119.423609,KEL,Kelowna Regional Transit System,Kelowna
103003,Glenmore at Bernard (NB),NB_Glenmore_FS_Bernard,49.889047,-119.454197,KEL,Kelowna Regional Transit System,Kelowna
103004,Springfield at Kirschner (EB),EB_Springfield_FS_Kirschner,49.876775,-119.457969,KEL,Kelowna Regional Transit System,Kelowna
103005,High at Kennedy (WB),WB_High_FS_Kennedy,49.900463,-119.458494,KEL,Kelowna Regional Transit System,Kelowna
103006,Gordon at Raymer (SB),SB_Gordon_FS_Raymer,49.864562,-119.474426,KEL,Kelowna Regional Transit System,Kelowna
103007,Glenmore at Highland Dr N (SB),SB_Glenmore_FS_Highland Dr N,49.894025,-119.454601,KEL,Kelowna Regional Transit System,Kelowna
103008,Glenmore at Highland Dr N (NB),NB_Glenmore_NS_Highland Dr N,49.894068,-119.454154,KEL,Kelowna Regional Transit System,Kelowna
103009,Enterprise at Spall (EB),EB_Enterprise_FS_Spall,49.884053,-119.453544,KEL,Kelowna Regional Transit System,Kelowna
103010,High at Kennedy (EB),EB_High_FS_Kennedy,49.900379,-119.457536,KEL,Kelowna Regional Transit System,Kelowna
103011,Spall at Windsor (SB),SB_Spall_FS_Windsor,49.880412,-119.454699,KEL,Kelowna Regional Transit System,Kelowna
103012,Spall at Windsor (NB),NB_Spall_FS_Windsor,49.880864,-119.454453,KEL,Kelowna Regional Transit System,Kelowna
103013,Glenmore at Mountain (SB),SB_Glenmore_FS_Mountain,49.895917,-119.454562,KEL,Kelowna Regional Transit System,Kelowna
103014,Springfield at Spall (WB),WB_Springfield_FS_Spall,49.877184,-119.455971,KEL,Kelowna Regional Transit System,Kelowna
103015,Enterprise at Spall (WB),WB_Enterprise_NS_Spall,49.884218,-119.452895,KEL,Kelowna Regional Transit System,Kelowna
103016,Lakeshore 3180 block (NB),NB_3180_block_Lakeshore,49.860392,-119.49107,KEL,Kelowna Regional Transit System,Kelowna
103018,Spall at Kent (SB),SB_Spall_NS_Kent,49.878642,-119.454744,KEL,Kelowna Regional Transit System,Kelowna
103020,KLO at Casorso (EB),EB_KLO_FS_Casorso,49.860845,-119.484909,KEL,Kelowna Regional Transit System,Kelowna
103021,Mission Rec Exchange Bay A,Mission_Rec_Exchange_Bay_A,49.837086,-119.480457,KEL,Kelowna Regional Transit System,Kelowna
103022,Mission Rec Exchange Bay B,Mission_Rec_Exchange_Bay_B,49.836917,-119.480506,KEL,Kelowna Regional Transit System,Kelowna
103023,Mission Rec Exchange Bay C,Mission_Rec_Exchange_Bay_C,49.8366,-119.480617,KEL,Kelowna Regional Transit System,Kelowna
103024,Spall at Kent (NB),NB_Spall_FS_Kent,49.878878,-119.454468,KEL,Kelowna Regional Transit System,Kelowna
103025,Lakeshore 3190 block (SB),SB_3190_block_Lakeshore,49.860257,-119.491351,KEL,Kelowna Regional Transit System,Kelowna
103026,Glenmore at Mountain (NB),NB_Glenmore_FS_Mountain,49.896786,-119.454079,KEL,Kelowna Regional Transit System,Kelowna
103027,Westside at Nancee Way (EB),EB_Westside_FS_Nancee Way,49.883037,-119.538149,KEL,Kelowna Regional Transit System,Tsinstikeptum 10
103028,Okanagan College Exchange Bay A,Okanagan_College_Exchange_Bay_A,49.861347,-119.479332,KEL,Kelowna Regional Transit System,Kelowna
103098,Yates at Valley (EB),EB_Yates_NS_Valley,49.908634,-119.447272,KEL,Kelowna Regional Transit System,Kelowna
103099,Dilworth at Leckie (NB),NB_Dilworth_FS_Leckie,49.887,-119.437646,KEL,Kelowna Regional Transit System,Kelowna
103101,Dilworth at Enterprise (SB),SB_Dilworth_NS_Enterprise,49.884382,-119.437852,KEL,Kelowna Regional Transit System,Kelowna
103102,Dilworth at Enterprise (NB),NB_Dilworth_FS_Enterprise,49.884511,-119.437641,KEL,Kelowna Regional Transit System,Kelowna
103103,Glenmore at Watson (SB),SB_Glenmore_FS_Watson,49.91122,-119.449423,KEL,Kelowna Regional Transit System,Kelowna
103104,Glenmore at Cross (SB),SB_Glenmore_FS_Cross,49.922403,-119.439953,KEL,Kelowna Regional Transit System,Kelowna
103105,Enterprise at Dilworth (EB),EB_Enterprise_FS_Dilworth,49.883179,-119.436896,KEL,Kelowna Regional Transit System,Kelowna
103107,Glenmore at Watson (NB),NB_Glenmore_FS_Watson,49.911648,-119.448733,KEL,Kelowna Regional Transit System,Kelowna
103108,Dilworth at Baron (SB),SB_Dilworth_FS_Baron,49.878892,-119.437067,KEL,Kelowna Regional Transit System,Kelowna
103110,Westlake at Keloka (NB),NB_Westlake_FS_Keloka,49.88711,-119.555683,KEL,Kelowna Regional Transit System,West Kelowna
103111,Summit at Skeena (WB),WB_Summit_FS_Skeena,49.898599,-119.43644,KEL,Kelowna Regional Transit System,Kelowna
103113,Lakeshore 3730 block (NB),NB_3730_block_Lakeshore,49.848947,-119.48604,KEL,Kelowna Regional Transit System,Kelowna
103114,KLO at Como (EB),EB_KLO_NS_Como,49.860858,-119.450545,KEL,Kelowna Regional Transit System,Kelowna
103115,Westlake at Horizon (EB),EB_Westlake_NS_Horizon,49.885028,-119.55698,KEL,Kelowna Regional Transit System,West Kelowna
103116,KLO at Como (WB),WB_KLO_FS_Como,49.861047,-119.449973,KEL,Kelowna Regional Transit System,Kelowna
103117,Summit at Skeena (EB),EB_Summit_FS_Skeena,49.898808,-119.435562,KEL,Kelowna Regional Transit System,Kelowna
103118,Dilworth at Omineca (SB),SB_Dilworth_FS_Omineca,49.891224,-119.433266,KEL,Kelowna Regional Transit System,Kelowna
103119,Lakeshore 3780 block (SB),SB_3780_block_Lakeshore,49.848548,-119.486383,KEL,Kelowna Regional Transit System,Kelowna
103121,Baron at Underhill (EB),EB_Baron_FS_Underhill,49.879547,-119.434141,KEL,Kelowna Regional Transit System,Kelowna
103122,Enterprise at Leckie (NB),NB_Enterprise_NS_Leckie,49.884015,-119.432704,KEL,Kelowna Regional Transit System,Kelowna
103123,Dilworth at Omineca (NB),NB_Dilworth_FS_Omineca,49.891488,-119.432565,KEL,Kelowna Regional Transit System,Kelowna
103125,Baron at Durnin (WB),WB_Baron_FS_Durnin,49.879677,-119.433265,KEL,Kelowna Regional Transit System,Kelowna
103126,Enterprise at Leckie (SB),SB_Enterprise_NS_Leckie,49.885614,-119.431935,KEL,Kelowna Regional Transit System,Kelowna
103127,Enterprise at Hunter (NB),NB_Enterprise_NS_Hunter,49.885917,-119.431644,KEL,Kelowna Regional Transit System,Kelowna
103128,Summit at Lillooet (EB),EB_Summit_NS_Lillooet,49.899275,-119.433616,KEL,Kelowna Regional Transit System,Kelowna
103129,Summit at Lillooet (WB),WB_Summit_FS_Lillooet,49.899363,-119.433079,KEL,Kelowna Regional Transit System,Kelowna
103130,Springfield at Durnin (WB),WB_Springfield_FS_Durnin,49.877921,-119.432614,KEL,Kelowna Regional Transit System,Kelowna
103131,Glenmore at Ballou (SB),SB_Glenmore_FS_Ballou,49.915649,-119.446367,KEL,Kelowna Regional Transit System,Kelowna
103132,Cross at Glenmore (WB),WB_Cross_FS_Glenmore,49.923445,-119.440066,KEL,Kelowna Regional Transit System,Kelowna
103133,Lakeshore at Cook (NB),NB_Lakeshore_FS_Cook,49.846219,-119.487269,KEL,Kelowna Regional Transit System,Kelowna
103134,Anders at Thacker (EB),EB_Anders_NS_Thacker,49.859909,-119.545448,KEL,Kelowna Regional Transit System,West Kelowna
103135,Anders at Thacker (WB),WB_Anders_FS_Thacker,49.860043,-119.545738,KEL,Kelowna Regional Transit System,West Kelowna
103136,Glenmore at Kane (NB),NB_Glenmore_FS_Kane,49.916157,-119.445628,KEL,Kelowna Regional Transit System,Kelowna
103138,Springfield at Durnin (EB),EB_Springfield_FS_Durnin,49.87798,-119.430779,KEL,Kelowna Regional Transit System,Kelowna
103139,Lakeshore at Cook (SB),SB_Lakeshore_FS_Cook,49.845185,-119.487902,KEL,Kelowna Regional Transit System,Kelowna
103140,Kane at Sutton (EB),EB_Kane_NS_Sutton,49.91524,-119.443902,KEL,Kelowna Regional Transit System,Kelowna
103141,Enterprise at Banks (WB),WB_Enterprise_FS_Banks,49.888696,-119.428665,KEL,Kelowna Regional Transit System,Kelowna
103142,Baron at Leckie (WB),WB_Baron_FS_Leckie,49.882505,-119.428758,KEL,Kelowna Regional Transit System,Kelowna
103143,Summit at Purcell (SB),SB_Summit_NS_Purcell,49.899639,-119.430672,KEL,Kelowna Regional Transit System,Kelowna
103144,Baron at Leckie (EB),EB_Baron_NS_Leckie,49.882448,-119.428555,KEL,Kelowna Regional Transit System,Kelowna
103145,Dilworth at Cascade (WB),WB_Dilworth_NS_Cascade,49.892928,-119.428223,KEL,Kelowna Regional Transit System,Kelowna
103146,KLO at Spiers (WB),WB_KLO_NS_Spiers,49.860618,-119.44219,KEL,Kelowna Regional Transit System,Kelowna
103147,Dilworth at Cascade (EB),EB_Dilworth_FS_Cascade,49.892758,-119.428106,KEL,Kelowna Regional Transit System,Kelowna
103148,Summit at Nahanni (EB),EB_Summit_NS_Nahanni,49.899911,-119.430096,KEL,Kelowna Regional Transit System,Kelowna
103149,KLO at Spiers (EB),EB_KLO_FS_Spiers,49.86048,-119.442407,KEL,Kelowna Regional Transit System,Kelowna
103151,Lakeshore at Truswell (NB),NB_Lakeshore_FS_Truswell,49.843897,-119.487698,KEL,Kelowna Regional Transit System,Kelowna
103152,Lakeshore at Truswell (SB),SB_Lakeshore_NS_Truswell,49.843814,-119.488023,KEL,Kelowna Regional Transit System,Kelowna
103153,Black Mountain at Large (NB),NB_Black Mountain_NS_Large,49.872011,-119.348474,KEL,Kelowna Regional Transit System,Kelowna
103154,Glenmore at Dallas (SB),SB_Glenmore_FS_Dallas,49.917991,-119.444749,KEL,Kelowna Regional Transit System,Kelowna
103156,Springfield at Leckie (WB),WB_Springfield_FS_Leckie,49.879644,-119.427608,KEL,Kelowna Regional Transit System,Kelowna
103158,Springfield at Leckie (EB),EB_Springfield_NS_Leckie,49.879321,-119.427083,KEL,Kelowna Regional Transit System,Kelowna
103159,Glenmore 330 block (NB),NB_330_block_Glenmore,49.918406,-119.444033,KEL,Kelowna Regional Transit System,Kelowna
103160,Thacker at Douglas (NB),NB_Thacker_FS_Douglas,49.856391,-119.545408,KEL,Kelowna Regional Transit System,West Kelowna
103161,Westlake at Starlight (NB),NB_Westlake_FS_Starlight,49.879147,-119.564259,KEL,Kelowna Regional Transit System,West Kelowna
103162,Boucherie at Stuart (SB),SB_Boucherie_FS_Stuart,49.864125,-119.555125,KEL,Kelowna Regional Transit System,West Kelowna
103163,Anders at Olalla (EB),EB_Anders_NS_Olalla,49.860124,-119.550637,KEL,Kelowna Regional Transit System,West Kelowna
103164,Anders at Olalla (WB),WB_Anders_FS_Olalla,49.860326,-119.551986,KEL,Kelowna Regional Transit System,West Kelowna
103029,Celment at Cerise (EB),EB_Celment_NS_Cerise,49.892367,-119.4706,KEL,Kelowna Regional Transit System,Kelowna
103030,Okanagan College Exchange Bay B,Okanagan_College_Exchange_Bay_B,49.861047,-119.479879,KEL,Kelowna Regional Transit System,Kelowna
103031,Clement at Cerise (WB),WB_Clement_FS_Cerise,49.892767,-119.471381,KEL,Kelowna Regional Transit System,Kelowna
103033,Springfield at Spall (EB),EB_Springfield_FS_Spall,49.877146,-119.453851,KEL,Kelowna Regional Transit System,Kelowna
103035,Glenmore at High (SB),SB_Glenmore_FS_High,49.899961,-119.454414,KEL,Kelowna Regional Transit System,Kelowna
103036,Enterprise at Hardy (EB),EB_Enterprise_NS_Hardy,49.883132,-119.450303,KEL,Kelowna Regional Transit System,Kelowna
103038,KLO at Lowe (EB),EB_KLO_FS_Lowe,49.860817,-119.475552,KEL,Kelowna Regional Transit System,Kelowna
103039,Lanfranco at Lakeshore (WB),WB_Lanfranco_NS_Lakeshore,49.858134,-119.490325,KEL,Kelowna Regional Transit System,Kelowna
103040,Casorso at Lanfranco (SB),SB_Casorso_NS_Lanfranco,49.858309,-119.485527,KEL,Kelowna Regional Transit System,Kelowna
103041,Glenmore AT Summit (NB),NB_Glenmore_FS_Summit,49.901873,-119.453518,KEL,Kelowna Regional Transit System,Kelowna
103042,KLO at Holland (WB),WB_KLO_FS_Holland,49.861039,-119.472745,KEL,Kelowna Regional Transit System,Kelowna
103043,Westside at Bear Creek (SB),SB_Westside_FS_Bear Creek,49.892279,-119.542665,KEL,Kelowna Regional Transit System,Tsinstikeptum 10
103044,Lakeshore at Lanfranco (NB),NB_Lakeshore_NS_Lanfranco,49.857142,-119.491101,KEL,Kelowna Regional Transit System,Kelowna
103045,KLO at Holland (EB),EB_KLO_NS_Holland,49.860816,-119.472523,KEL,Kelowna Regional Transit System,Kelowna
103046,Enterprise at Hardy (WB),WB_Enterprise_FS_Hardy,49.883348,-119.448108,KEL,Kelowna Regional Transit System,Kelowna
103047,Westside 1520 block (SB),SB_1520_block_Westside,49.885506,-119.544146,KEL,Kelowna Regional Transit System,Tsinstikeptum 10
103048,Glenmore at Glenmeadows (SB),SB_Glenmore_FS_Glenmeadows,49.904053,-119.453378,KEL,Kelowna Regional Transit System,Kelowna
103049,Hwy 97 N at Banks (WB),WB_Hwy 97 N_FS_Banks,49.885664,-119.426698,KEL,Kelowna Regional Transit System,Kelowna
103050,Enterprise at Hardy (EB),EB_Enterprise_FS_Hardy,49.883174,-119.446939,KEL,Kelowna Regional Transit System,Kelowna
103051,Glenmore 720 block (NB),NB_720_block_Glenmore,49.903999,-119.452931,KEL,Kelowna Regional Transit System,Kelowna
103052,Summit at Valley (WB),WB_Summit_NS_Valley,49.901196,-119.450258,KEL,Kelowna Regional Transit System,Kelowna
103053,Summit at Valley (EB),EB_Summit_FS_Valley,49.901043,-119.450217,KEL,Kelowna Regional Transit System,Kelowna
103054,KLO 1470 block (WB),WB_1470_block_KLO,49.861149,-119.4663,KEL,Kelowna Regional Transit System,Kelowna
103056,Springfield at Barlee (EB),EB_Springfield_FS_Barlee,49.877088,-119.447809,KEL,Kelowna Regional Transit System,Kelowna
103057,Springfield at Barlee (WB),WB_Springfield_NS_Barlee,49.877352,-119.447374,KEL,Kelowna Regional Transit System,Kelowna
103058,Enterprise at Cooper (EB),EB_Enterprise_NS_Cooper,49.883158,-119.444586,KEL,Kelowna Regional Transit System,Kelowna
103059,KLO at St Amand (EB),EB_KLO_NS_St Amand,49.860797,-119.466759,KEL,Kelowna Regional Transit System,Kelowna
103060,Enterprise at Cooper (WB),WB_Enterprise_FS_Cooper,49.883333,-119.444378,KEL,Kelowna Regional Transit System,Kelowna
103061,Harvey at Cooper (WB),WB_Harvey_FS_Cooper,49.882084,-119.444669,KEL,Kelowna Regional Transit System,Kelowna
103062,Lakeshore at Swordy (SB),SB_Lakeshore_NS_Swordy,49.854748,-119.490134,KEL,Kelowna Regional Transit System,Kelowna
103063,Bear Creek at McNaughton (SB),SB_Bear Creek_NS_McNaughton,49.892948,-119.547491,KEL,Kelowna Regional Transit System,West Kelowna
103065,Boucherie at Carrall (EB),EB_Boucherie_FS_Carrall,49.825114,-119.609481,KEL,Kelowna Regional Transit System,Tsinstikeptum  9
103066,Parkinson at Bear Creek (SB),SB_Parkinson_NS_Bear Creek,49.898933,-119.547025,KEL,Kelowna Regional Transit System,West Kelowna
103067,Harvey at Cooper (EB),EB_Harvey_FS_Cooper,49.881738,-119.442157,KEL,Kelowna Regional Transit System,Kelowna
103069,Orchard Park Exchange Bay A,Orchard_Park_Exchange_Bay_A,49.880248,-119.442588,KEL,Kelowna Regional Transit System,Kelowna
103070,Orchard Park Exchange Bay B,Orchard_Park_Exchange_Bay_B,49.880399,-119.442588,KEL,Kelowna Regional Transit System,Kelowna
103071,Orchard Park Exchange Bay C,Orchard_Park_Exchange_Bay_C,49.880564,-119.442564,KEL,Kelowna Regional Transit System,Kelowna
103072,Orchard Park Exchange Bay D,Orchard_Park_Exchange_Bay_D,49.880639,-119.442281,KEL,Kelowna Regional Transit System,Kelowna
103073,Orchard Park Exchange Bay E,Orchard_Park_Exchange_Bay_E,49.880462,-119.442285,KEL,Kelowna Regional Transit System,Kelowna
103075,Orchard Park Exchange Bay F,Orchard_Park_Exchange_Bay_F,49.88031,-119.442278,KEL,Kelowna Regional Transit System,Kelowna
103076,Enterprise at Cooper (EB),EB_Enterprise_FS_Cooper,49.883161,-119.441662,KEL,Kelowna Regional Transit System,Kelowna
103079,Orchard Park Exchange Bay G,Orchard_Park_Exchange_Bay_G,49.880038,-119.442283,KEL,Kelowna Regional Transit System,Kelowna
103078,Boucherie at Hayman (WB),WB_Boucherie_FS_Hayman,49.872673,-119.544716,KEL,Kelowna Regional Transit System,West Kelowna
103077,Orchard Park Exchange Bay H,Orchard_Park_Exchange_Bay_H,49.879624,-119.442285,KEL,Kelowna Regional Transit System,Kelowna
103080,Glenmore at Yates (SB),SB_Glenmore_FS_Yates,49.909103,-119.450889,KEL,Kelowna Regional Transit System,Kelowna
103081,McCurdy at Alsgard (WB),WB_McCurdy_FS_Alsgard,49.901251,-119.406116,KEL,Kelowna Regional Transit System,Kelowna
103082,Summit at Denali (SB),SB_Summit_FS_Denali,49.898838,-119.442599,KEL,Kelowna Regional Transit System,Kelowna
103083,Summit at Denali (NB),NB_Summit_NS_Denali,49.898413,-119.442305,KEL,Kelowna Regional Transit System,Kelowna
103084,KLO at Benvoulin (WB),WB_KLO_FS_Benvoulin,49.861043,-119.458537,KEL,Kelowna Regional Transit System,Kelowna
103086,Springfield at Cooper (EB),EB_Springfield_FS_Cooper,49.877101,-119.441644,KEL,Kelowna Regional Transit System,Kelowna
103087,Glenmore at Yates (NB),NB_Glenmore_FS_Yates,49.909656,-119.450055,KEL,Kelowna Regional Transit System,Kelowna
103088,KLO at Benvoulin (EB),EB_KLO_NS_Benvoulin,49.860816,-119.459949,KEL,Kelowna Regional Transit System,Kelowna
103089,Summit at Lillooet (WB),WB_Summit_FS_Lillooet,49.895688,-119.439967,KEL,Kelowna Regional Transit System,Kelowna
103090,Yates at Glenmore (EB),EB_Yates_FS_Glenmore,49.908908,-119.448941,KEL,Kelowna Regional Transit System,Kelowna
103091,Lakeshore at Bechard (NB),NB_Lakeshore_NS_Bechard,49.851516,-119.486806,KEL,Kelowna Regional Transit System,Kelowna
103092,Enterprise at Dilworth (WB),WB_Enterprise_FS_Dilworth,49.883316,-119.43862,KEL,Kelowna Regional Transit System,Kelowna
103093,Lakeshore at Bechard (SB),SB_Lakeshore_FS_Bechard,49.851509,-119.487041,KEL,Kelowna Regional Transit System,Kelowna
103094,Parkinson at Westlake (NB),NB_Parkinson_FS_Westlake,49.891248,-119.552765,KEL,Kelowna Regional Transit System,West Kelowna
103095,Summit at Chilcotin (EB),EB_Summit_FS_Chilcotin,49.895922,-119.439118,KEL,Kelowna Regional Transit System,Kelowna
103096,Dilworth at Leckie (SB),SB_Dilworth_NS_Leckie,49.886988,-119.437851,KEL,Kelowna Regional Transit System,Kelowna
103097,Springfield at Benvoulin (WB),WB_Springfield_FS_Benvoulin,49.877337,-119.440136,KEL,Kelowna Regional Transit System,Kelowna
103197,Thacker at Beverly (WB),WB_Thacker_NS_Beverly,49.852725,-119.548516,KEL,Kelowna Regional Transit System,West Kelowna
103198,Lynrick at Loseth (WB),WB_Lynrick_NS_Loseth,49.867608,-119.353361,KEL,Kelowna Regional Transit System,Kelowna
103201,Ziprick at Terai (SB),SB_Ziprick_NS_Terai,49.888304,-119.417729,KEL,Kelowna Regional Transit System,Kelowna
103202,Springfield at Ziprick (WB),WB_Springfield_FS_Ziprick,49.880595,-119.41854,KEL,Kelowna Regional Transit System,Kelowna
103203,Valley at Cross (NB),NB_Valley_NS_Cross,49.919185,-119.434744,KEL,Kelowna Regional Transit System,Kelowna
103204,Ziprick at Terai (NB),NB_Ziprick_FS_Terai,49.888049,-119.417466,KEL,Kelowna Regional Transit System,Kelowna
103205,Springfield at Ziprick (EB),EB_Springfield_NS_Ziprick,49.880365,-119.418405,KEL,Kelowna Regional Transit System,Kelowna
103206,Snowsell at Cross (NB),NB_Snowsell_FS_Cross,49.924458,-119.441725,KEL,Kelowna Regional Transit System,Kelowna
103213,Enterprise 2660 block (EB),EB_2660_block_Enterprise,49.895239,-119.41647,KEL,Kelowna Regional Transit System,Kelowna
103214,Lakeshore at Lequime (NB),NB_Lakeshore_FS_Lequime,49.836528,-119.487132,KEL,Kelowna Regional Transit System,Kelowna
103215,Enterprise at 2660 Blk (WB),WB_Enterprise_AT_2660 Blk,49.895542,-119.416067,KEL,Kelowna Regional Transit System,Kelowna
