Longitude,Latitude
-119.531604,49.79273361
-119.531557,49.79183505
-119.53151,49.79093649
-119.531463,49.79003794
-119.531416,49.78913938
-119.531369,49.78824082
-119.531322,49.78734226
-119.531276,49.7864437
-119.531229,49.78554514
-119.531182,49.78464658
-119.531135,49.78374802
-119.531088,49.78284946
-119.531041,49.78195089
-119.531003,49.78127038
-119.529948,49.79868333
-119.530336,49.79807689
-119.53045,49.79725674
-119.530403,49.79635818
-119.530356,49.79545962
-119.530309,49.79456107
-119.530262,49.79366251
-119.530216,49.79276395
-119.530169,49.79186539
-119.530122,49.79096683
-119.530075,49.79006827
-119.530028,49.78916971
-119.529981,49.78827114
-119.529935,49.78737258
-119.529888,49.78647402
-119.529841,49.78557546
-119.529794,49.7846769
-119.529747,49.78377834
-119.5297,49.78287978
-119.529654,49.78198122
-119.529615,49.7812948
-119.528532,49.79957325
-119.528999,49.79897068
-119.529109,49.79818562
-119.529062,49.79728706
-119.529015,49.7963885
-119.528968,49.79548994
-119.528921,49.79459138
-119.528874,49.79369282
-119.528828,49.79279426
-119.528781,49.7918957
-119.528734,49.79099714
-119.528687,49.79009858
-119.52864,49.78920002
-119.528594,49.78830146
-119.528547,49.78740289
-119.5285,49.78650433
-119.528453,49.78560577
-119.528406,49.78470721
-119.52836,49.78380865
-119.528313,49.78291008
-119.528266,49.78201152
-119.528227,49.78131921
-119.527635,49.79980353
-119.527767,49.79911449
-119.52772,49.79821593
-119.527674,49.79731737
-119.527627,49.79641881
-119.52758,49.79552025
-119.527533,49.79462169
-119.527486,49.79372312
-119.52744,49.79282456
-119.527393,49.791926
-119.527346,49.79102744
-119.527299,49.79012888
-119.527252,49.78923031
-119.527206,49.78833175
-119.527159,49.78743319
-119.527112,49.78653463
-119.527065,49.78563606
-119.527019,49.7847375
-119.526972,49.78383894
-119.526925,49.78294037
-119.526878,49.78204181
-119.526839,49.78134359
-119.526152,49.80060114
-119.526406,49.80003114
-119.526379,49.79914478
-119.526332,49.79824622
-119.526285,49.79734766
-119.526239,49.79644909
-119.526192,49.79555053
-119.526145,49.79465197
-119.526098,49.79375341
-119.526052,49.79285485
-119.526005,49.79195628
-119.525958,49.79105772
-119.525911,49.79015916
-119.525864,49.78926059
-119.525818,49.78836203
-119.525771,49.78746347
-119.525724,49.7865649
-119.525677,49.78566634
-119.525631,49.78476777
-119.525584,49.78386921
-119.525537,49.78297065
-119.525491,49.78207208
-119.525451,49.78136785
-119.52498,49.80079677
-119.525038,49.80007362
-119.524991,49.79917505
-119.524944,49.79827649
-119.524897,49.79737793
-119.52485,49.79647936
-119.524804,49.7955808
-119.524757,49.79468224
-119.52471,49.79378368
-119.524664,49.79288511
-119.524617,49.79198655
-119.52457,49.79108798
-119.524523,49.79018942
-119.524477,49.78929086
-119.52443,49.78839229
-119.524383,49.78749373
-119.524336,49.78659516
-119.52429,49.7856966
-119.524243,49.78479803
-119.524196,49.78389947
-119.524149,49.7830009
-119.524103,49.78210234
-119.524064,49.78139241
-119.523738,49.80083383
-119.523649,49.80010387
-119.523603,49.79920531
-119.523556,49.79830675
-119.523509,49.79740818
-119.523462,49.79650962
-119.523416,49.79561105
-119.523369,49.79471249
-119.523322,49.79381393
-119.523275,49.79291536
-119.523229,49.7920168
-119.523182,49.79111823
-119.523135,49.79021967
-119.523089,49.7893211
-119.523042,49.78842254
-119.522995,49.78752397
-119.522949,49.78662541
-119.522902,49.78572684
-119.522855,49.78482827
-119.522808,49.78392971
-119.522762,49.78303114
-119.522715,49.78213257
-119.522675,49.78141697
-119.522296,49.80082225
-119.522261,49.80013411
-119.522214,49.79923555
-119.522168,49.79833699
-119.522121,49.79743842
-119.522074,49.79653986
-119.522028,49.79564129
-119.521981,49.79474273
-119.521934,49.79384416
-119.521887,49.7929456
-119.521841,49.79204703
-119.521794,49.79114846
-119.521747,49.7902499
-119.521701,49.78935133
-119.521654,49.78845277
-119.521607,49.7875542
-119.521561,49.78665563
-119.521514,49.78575707
-119.521467,49.7848585
-119.521421,49.78395993
-119.521374,49.78306136
-119.521327,49.7821628
-119.521288,49.78144165
-119.520308,49.80154024
-119.520834,49.80096757
-119.520873,49.80016434
-119.520826,49.79926577
-119.520779,49.79836721
-119.520733,49.79746864
-119.520686,49.79657008
-119.520639,49.79567151
-119.520593,49.79477294
-119.520546,49.79387438
-119.520499,49.79297581
-119.520453,49.79207725
-119.520406,49.79117868
-119.520359,49.79028011
-119.520313,49.78938154
-119.520266,49.78848298
-119.520219,49.78758441
-119.520173,49.78668584
-119.520126,49.78578727
-119.52008,49.78488871
-119.520033,49.78399014
-119.519986,49.78309157
-119.51994,49.782193
-119.5199,49.78146678
-119.519351,49.80169382
-119.519531,49.80109311
-119.519485,49.80019455
-119.519438,49.79929598
-119.519391,49.79839741
-119.519345,49.79749885
-119.519298,49.79660028
-119.519251,49.79570171
-119.519205,49.79480315
-119.519158,49.79390458
-119.519111,49.79300601
-119.519065,49.79210744
-119.519018,49.79120888
-119.518971,49.79031031
-119.518925,49.78941174
-119.518878,49.78851317
-119.518832,49.7876146
-119.518785,49.78671604
-119.518738,49.78581747
-119.518692,49.7849189
-119.518645,49.78402033
-119.518598,49.78312176
-119.518552,49.78222319
-119.518512,49.78149189
-119.517754,49.80262345
-119.518117,49.80197345
-119.518143,49.8011233
-119.518096,49.80022474
-119.51805,49.79932617
-119.518003,49.7984276
-119.517956,49.79752904
-119.51791,49.79663047
-119.517863,49.7957319
-119.517817,49.79483333
-119.51777,49.79393476
-119.517723,49.7930362
-119.517677,49.79213763
-119.51763,49.79123906
-119.517583,49.79034049
-119.517537,49.78944192
-119.51749,49.78854335
-119.517444,49.78764478
-119.517397,49.78674621
-119.51735,49.78584764
-119.517304,49.78494907
-119.517257,49.7840505
-119.517211,49.78315193
-119.517164,49.78225336
-119.517124,49.78151709
-119.51622,49.80344232
-119.51677,49.80287792
-119.516801,49.80205205
-119.516755,49.80115348
-119.516708,49.80025491
-119.516661,49.79935634
-119.516615,49.79845778
-119.516568,49.79755921
-119.516522,49.79666064
-119.516475,49.79576207
-119.516428,49.7948635
-119.516382,49.79396493
-119.516335,49.79306636
-119.516289,49.79216779
-119.516242,49.79126922
-119.516196,49.79037065
-119.516149,49.78947208
-119.516102,49.78857351
-119.516056,49.78767494
-119.516009,49.78677637
-119.515963,49.7858778
-119.515916,49.78497923
-119.51587,49.78408066
-119.515823,49.78318209
-119.515776,49.78228352
-119.515736,49.78154235
-119.5149,49.80438347
-119.515311,49.80376872
-119.51546,49.80298078
-119.515413,49.80208221
-119.515366,49.80118364
-119.51532,49.80028507
-119.515273,49.7993865
-119.515227,49.79848793
-119.51518,49.79758936
-119.515133,49.79669079
-119.515087,49.79579222
-119.51504,49.79489365
-119.514994,49.79399508
-119.514947,49.79309651
-119.514901,49.79219794
-119.514854,49.79129937
-119.514808,49.7904008
-119.514761,49.78950223
-119.514714,49.78860366
-119.514668,49.78770509
-119.514621,49.78680652
-119.514575,49.78590794
-119.514528,49.78500937
-119.514482,49.7841108
-119.514435,49.78321223
-119.514389,49.78231366
-119.514348,49.78156759
-119.513982,49.80464747
-119.514118,49.80390949
-119.514071,49.80301092
-119.514025,49.80211235
-119.513978,49.80121378
-119.513932,49.80031521
-119.513885,49.79941664
-119.513838,49.79851807
-119.513792,49.7976195
-119.513745,49.79672093
-119.513699,49.79582236
-119.513652,49.79492379
-119.513606,49.79402522
-119.513559,49.79312665
-119.513513,49.79222807
-119.513466,49.7913295
-119.51342,49.79043093
-119.513373,49.78953236
-119.513327,49.78863379
-119.51328,49.78773522
-119.513233,49.78683664
-119.513187,49.78593807
-119.51314,49.7850395
-119.513094,49.78414093
-119.513047,49.78324235
-119.513001,49.78234378
-119.51296,49.78159282
-119.51218,49.80627112
-119.512511,49.80556744
-119.512774,49.80483708
-119.512729,49.80393962
-119.512683,49.80304105
-119.512636,49.80214248
-119.51259,49.80124391
-119.512543,49.80034534
-119.512497,49.79944676
-119.51245,49.79854819
-119.512404,49.79764962
-119.512357,49.79675105
-119.512311,49.79585248
-119.512264,49.79495391
-119.512218,49.79405534
-119.512171,49.79315676
-119.512125,49.79225819
-119.512078,49.79135962
-119.512032,49.79046105
-119.511985,49.78956247
-119.511939,49.7886639
-119.511892,49.78776533
-119.511846,49.78686675
-119.511799,49.78596818
-119.511753,49.78506961
-119.511706,49.78417103
-119.51166,49.78327246
-119.511613,49.78237388
-119.511572,49.78161803
-119.510936,49.80720929
-119.511381,49.80659869
-119.511434,49.80576687
-119.511388,49.8048683
-119.511341,49.80396973
-119.511295,49.80307116
-119.511248,49.80217259
-119.511202,49.80127401
-119.511155,49.80037544
-119.511109,49.79947687
-119.511062,49.7985783
-119.511016,49.79767973
-119.510969,49.79678115
-119.510923,49.79588258
-119.510876,49.79498401
-119.51083,49.79408544
-119.510783,49.79318686
-119.510737,49.79228829
-119.51069,49.79138972
-119.510644,49.79049114
-119.510597,49.78959257
-119.5106,49.78874479
-119.510906,49.78779595
-119.510896,49.78689787
-119.510885,49.78600023
-119.510875,49.78510326
-119.510864,49.78420745
-119.510854,49.7833139
-119.510843,49.7824258
-119.510834,49.78165911
-119.510042,49.80738769
-119.510092,49.80669554
-119.510046,49.80579697
-119.509999,49.8048984
-119.509953,49.80399982
-119.509906,49.80310125
-119.50986,49.80220268
-119.509813,49.80130411
-119.509767,49.80040553
-119.50972,49.79950696
-119.509674,49.79860839
-119.509627,49.79770982
-119.509581,49.79681124
-119.509534,49.79591267
-119.509488,49.7950141
-119.509441,49.79411552
-119.509395,49.79321695
-119.509349,49.79231837
-119.509302,49.7914198
-119.509256,49.79052122
-119.509209,49.78962265
-119.509163,49.78882209
-119.508414,49.80826003
-119.508728,49.80761022
-119.508704,49.80672562
-119.508657,49.80582705
-119.508611,49.80492848
-119.508564,49.8040299
-119.508518,49.80313133
-119.508471,49.80223276
-119.508425,49.80133418
-119.508378,49.80043561
-119.508332,49.79953704
-119.508286,49.79863846
-119.508239,49.79773989
-119.508193,49.79684131
-119.508146,49.79594274
-119.5081,49.79504416
-119.508053,49.79414559
-119.508007,49.79324701
-119.507961,49.79234844
-119.507914,49.79144986
-119.507868,49.79055129
-119.507821,49.78965271
-119.507775,49.78883881
-119.506959,49.80908128
-119.507356,49.80851751
-119.507362,49.80765426
-119.507315,49.80675569
-119.507269,49.80585711
-119.507222,49.80495854
-119.507176,49.80405996
-119.50713,49.80316139
-119.507083,49.80226282
-119.507037,49.80136424
-119.50699,49.80046567
-119.506944,49.79956709
-119.506897,49.79866852
-119.506851,49.79776994
-119.506805,49.79687137
-119.506758,49.79597279
-119.506712,49.79507422
-119.506665,49.79417564
-119.506619,49.79327707
-119.506572,49.79237849
-119.506526,49.79147991
-119.50648,49.79058134
-119.506433,49.78968276
-119.506386,49.78885552
-119.505512,49.80999689
-119.505939,49.80940657
-119.50602,49.80858288
-119.505973,49.80768431
-119.505927,49.80678573
-119.50588,49.80588716
-119.505834,49.80498858
-119.505788,49.80409001
-119.505741,49.80319144
-119.505695,49.80229286
-119.505648,49.80139428
-119.505602,49.80049571
-119.505556,49.79959713
-119.505509,49.79869856
-119.505463,49.79779998
-119.505416,49.79690141
-119.50537,49.79600283
-119.505324,49.79510425
-119.505277,49.79420568
-119.505231,49.7933071
-119.505184,49.79240852
-119.505138,49.79150995
-119.505092,49.79061137
-119.505045,49.78971279
-119.504998,49.78887217
-119.504584,49.8192825
-119.50414,49.81090935
-119.504537,49.81030249
-119.504678,49.80951149
-119.504631,49.80861292
-119.504585,49.80771434
-119.504538,49.80681577
-119.504492,49.80591719
-119.504446,49.80501861
-119.504399,49.80412004
-119.504353,49.80322146
-119.504306,49.80232289
-119.50426,49.80142431
-119.504214,49.80052573
-119.504167,49.79962716
-119.504121,49.79872858
-119.504075,49.79783
-119.504028,49.79693143
-119.503982,49.79603285
-119.503935,49.79513427
-119.503889,49.79423569
-119.503843,49.79333712
-119.503796,49.79243854
-119.50375,49.79153996
-119.503704,49.79064138
-119.503657,49.7897428
-119.503609,49.78888871
-119.503758,49.81938814
-119.50336,49.81879304
-119.503207,49.81108944
-119.503335,49.81044008
-119.503289,49.80954151
-119.503243,49.80864293
-119.503196,49.80774436
-119.50315,49.80684578
-119.503104,49.8059472
-119.503057,49.80504863
-119.503011,49.80415005
-119.502964,49.80325147
-119.502918,49.8023529
-119.502872,49.80145432
-119.502825,49.80055574
-119.502779,49.79965717
-119.502733,49.79875859
-119.502686,49.79786001
-119.50264,49.79696143
-119.502594,49.79606285
-119.502547,49.79516427
-119.502501,49.7942657
-119.502455,49.79336712
-119.502408,49.79246854
-119.502362,49.79156996
-119.502316,49.79067138
-119.502269,49.7897728
-119.502221,49.78890521
-119.50187,49.8217932
-119.501906,49.82118661
-119.501991,49.82029774
-119.502396,49.8194406
-119.502354,49.81856319
-119.502173,49.81768484
-119.50199,49.81677991
-119.501917,49.81585845
-119.501834,49.81499365
-119.501682,49.81410778
-119.50156,49.81318097
-119.501618,49.81220596
-119.501945,49.8113387
-119.501947,49.81047009
-119.5019,49.80957151
-119.501854,49.80867293
-119.501808,49.80777436
-119.501761,49.80687578
